open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,timestamp
1704074400000,42613.57,42638.41,42558.82,42563.79,94.92511,1704074699999,4043920.82995400,4209,31.65179000,1348401.50501110,0,2024-01-01 02:00:00+00:00
1704074700000,42563.79,42576.21,42545.45,42548.93,74.69948,1704074999999,3179242.41679080,3496,28.94208000,1231698.94643000,0,2024-01-01 02:05:00+00:00
1704075000000,42548.92,42564.87,42541.1,42556.63,47.67362,1704075299999,2028727.83185410,1936,20.67362000,879697.52233040,0,2024-01-01 02:10:00+00:00
1704075300000,42556.64,42556.64,42531.1,42535.99,52.35529,1704075599999,2227447.05824090,2260,15.29638000,650712.07819340,0,2024-01-01 02:15:00+00:00
1704075600000,42535.99,42571.68,42535.99,42546.0,49.60982,1704075899999,2110953.65719330,2012,26.47159000,1126281.67538620,0,2024-01-01 02:20:00+00:00
1704075900000,42546.0,42546.01,42546.0,42546.01,37.33467,1704076199999,1588440.97098230,1394,10.11623000,430405.22274230,0,2024-01-01 02:25:00+00:00
1704076200000,42546.0,42606.25,42535.99,42606.25,68.94953,1704076499999,2935991.87979910,2467,45.30880000,1929323.11540590,0,2024-01-01 02:30:00+00:00
1704076500000,42606.24,42606.25,42572.33,42572.34,60.02304,1704076799999,2556424.41261230,2393,26.08898000,1111061.39299600,0,2024-01-01 02:35:00+00:00
1704076800000,42572.33,42572.34,42533.0,42535.75,64.16796,1704077099999,2730223.81332770,2339,20.84678000,886981.03019930,0,2024-01-01 02:40:00+00:00
1704077100000,42535.74,42545.68,42511.47,42511.47,28.48084,1704077399999,1211398.10717970,2180,7.30880000,310869.18346910,0,2024-01-01 02:45:00+00:00
1704077400000,42511.47,42590.0,42500.0,42566.22,63.46468,1704077699999,2701006.68529830,3213,31.68152000,1348137.86727120,0,2024-01-01 02:50:00+00:00
1704077700000,42566.22,42581.1,42562.86,42581.1,43.53576,1704077999999,1853600.31000500,1964,24.60207000,1047447.76032710,0,2024-01-01 02:55:00+00:00
1704078000000,42581.09,42586.64,42552.3,42552.3,59.48096,1704078299999,2532362.58060710,2374,30.34703000,1291950.03565420,0,2024-01-01 03:00:00+00:00
1704078300000,42552.31,42571.13,42538.6,42538.61,48.83862,1704078599999,2078290.87603610,2388,26.26953000,1117848.74593070,0,2024-01-01 03:05:00+00:00
1704078600000,42538.61,42553.99,42501.67,42508.24,60.82908,1704078899999,2587051.00376450,2664,24.20473000,1029466.99664350,0,2024-01-01 03:10:00+00:00
1704078900000,42508.24,42508.24,42456.0,42466.0,77.71739,1704079199999,3301187.83423860,3775,31.83724000,1352308.73208980,0,2024-01-01 03:15:00+00:00
1704079200000,42466.0,42485.62,42437.45,42439.87,50.33267,1704079499999,2137290.03627230,2632,18.07255000,767307.20114150,0,2024-01-01 03:20:00+00:00
1704079500000,42439.87,42450.0,42419.39,42429.47,47.79376,1704079799999,2028096.32505490,2453,20.09574000,852691.57086800,0,2024-01-01 03:25:00+00:00
1704079800000,42429.47,42459.02,42412.89,42412.89,51.60541,1704080099999,2189881.72832410,2573,21.27117000,902665.09512180,0,2024-01-01 03:30:00+00:00
1704080100000,42412.89,42431.1,42382.0,42388.06,48.53514,1704080399999,2058280.35603500,3271,19.66044000,833794.74982180,0,2024-01-01 03:35:00+00:00
1704080400000,42388.07,42391.75,42230.08,42302.19,98.9064,1704080699999,4186100.57471590,7123,31.85445000,1347899.72157700,0,2024-01-01 03:40:00+00:00
1704080700000,42302.19,42345.55,42243.99,42345.55,108.12565,1704080999999,4572750.09953030,3992,71.86554000,3039486.08974610,0,2024-01-01 03:45:00+00:00
1704081000000,42345.54,42358.84,42298.69,42316.96,79.18977,1704081299999,3351926.03991300,3016,28.62206000,1211539.24250500,0,2024-01-01 03:50:00+00:00
1704081300000,42316.95,42351.09,42312.0,42330.49,63.44906,1704081599999,2685832.81962180,2359,32.27161000,1366038.19475050,0,2024-01-01 03:55:00+00:00
1704081600000,42330.5,42369.4,42322.6,42358.97,49.56216,1704081899999,2099008.92147470,2350,29.35803000,1243282.11050110,0,2024-01-01 04:00:00+00:00
1704081900000,42358.97,42377.43,42355.0,42355.01,33.87225,1704082199999,1435165.36318870,2041,17.13346000,725914.91090730,0,2024-01-01 04:05:00+00:00
1704082200000,42355.0,42359.16,42273.26,42287.5,74.28473,1704082499999,3143789.34755150,3600,25.97132000,1099216.26207470,0,2024-01-01 04:10:00+00:00
1704082500000,42287.5,42294.3,42244.0,42269.57,90.04513,1704082799999,3805845.47991480,4327,49.13956000,2076794.00415050,0,2024-01-01 04:15:00+00:00
1704082800000,42269.57,42315.0,42209.46,42315.0,102.89786,1704083099999,4348026.05460680,4972,60.46327000,2555373.24484350,0,2024-01-01 04:20:00+00:00
1704083100000,42315.0,42315.0,42274.24,42307.39,68.3115,1704083399999,2888830.31149830,2833,37.19047000,1572735.04381630,0,2024-01-01 04:25:00+00:00
1704083400000,42307.4,42321.78,42283.86,42320.28,53.50252,1704083699999,2263703.63241330,2490,22.68849000,959959.10197620,0,2024-01-01 04:30:00+00:00
1704083700000,42320.28,42340.05,42320.28,42339.55,42.73602,1704083999999,1809056.20102740,2331,17.54478000,742642.95157390,0,2024-01-01 04:35:00+00:00
1704084000000,42339.56,42345.08,42306.4,42310.98,56.97938,1704084299999,2411921.64639050,2885,18.98221000,803511.49090110,0,2024-01-01 04:40:00+00:00
1704084300000,42310.99,42358.5,42304.0,42357.04,57.80545,1704084599999,2447062.70104160,2754,36.61490000,1550027.23218970,0,2024-01-01 04:45:00+00:00
1704084600000,42357.04,42366.8,42345.22,42366.79,37.14453,1704084899999,1573248.00537790,2141,23.45083000,993256.94732660,0,2024-01-01 04:50:00+00:00
1704084900000,42366.8,42399.99,42360.01,42399.99,48.27607,1704085199999,2045963.33625350,3314,32.58280000,1380905.63172440,0,2024-01-01 04:55:00+00:00
1704085200000,42399.98,42406.0,42315.0,42320.92,77.28996,1704085499999,3274640.28848510,3955,25.39817000,1076252.25773740,0,2024-01-01 05:00:00+00:00
1704085500000,42320.92,42354.0,42320.91,42339.99,56.65702,1704085799999,2399057.48343450,2461,30.12791000,1275613.93996260,0,2024-01-01 05:05:00+00:00
1704085800000,42340.0,42356.79,42339.99,42352.0,55.22883,1704086099999,2338697.81729400,2236,29.67607000,1256626.32866950,0,2024-01-01 05:10:00+00:00
1704086100000,42352.0,42361.1,42337.96,42356.0,98.33937,1704086399999,4164798.71372930,2588,59.49585000,2519634.35970020,0,2024-01-01 05:15:00+00:00
1704086400000,42355.99,42356.0,42338.32,42338.33,29.6993,1704086699999,1257564.33248550,1972,14.05626000,595160.85128490,0,2024-01-01 05:20:00+00:00
1704086700000,42338.32,42345.19,42297.9,42297.91,54.5242,1704086999999,2307725.34835370,2293,18.44849000,780847.02081940,0,2024-01-01 05:25:00+00:00
1704087000000,42297.91,42321.13,42296.4,42312.73,58.06095,1704087299999,2456436.89703660,3137,31.31976000,1325021.11982320,0,2024-01-01 05:30:00+00:00
1704087300000,42312.72,42312.73,42278.0,42280.0,34.84772,1704087599999,1473649.51898990,2192,16.72399000,707155.65682960,0,2024-01-01 05:35:00+00:00
1704087600000,42280.0,42305.38,42278.0,42300.02,78.9122,1704087899999,3337338.27763220,2366,53.09329000,2245276.19474770,0,2024-01-01 05:40:00+00:00
1704087900000,42300.01,42300.02,42234.35,42237.98,66.93666,1704088199999,2828369.99136280,2877,11.26952000,476189.27522430,0,2024-01-01 05:45:00+00:00
1704088200000,42237.99,42242.03,42211.47,42227.97,61.3415,1704088499999,2590360.10593380,2838,22.51389000,950701.44724370,0,2024-01-01 05:50:00+00:00
1704088500000,42227.97,42234.01,42180.77,42234.01,64.69381,1704088799999,2730894.70167280,3285,28.56992000,1206116.41889940,0,2024-01-01 05:55:00+00:00
1704088800000,42234.01,42277.3,42208.68,42277.29,69.10295,1704089099999,2919284.74977710,2769,44.13096000,1864491.99978510,0,2024-01-01 06:00:00+00:00
1704089100000,42277.3,42301.98,42275.0,42290.19,72.05076,1704089399999,3046874.44201410,1882,44.96070000,1901107.20621080,0,2024-01-01 06:05:00+00:00
1704089400000,42290.19,42290.19,42262.0,42276.01,50.05483,1704089699999,2116169.32080240,2130,20.32740000,859324.38997850,0,2024-01-01 06:10:00+00:00
1704089700000,42276.0,42344.76,42270.22,42342.01,50.25578,1704089999999,2126588.49852090,2361,39.79126000,1683658.82058650,0,2024-01-01 06:15:00+00:00
1704090000000,42342.01,42342.01,42281.1,42311.16,37.33549,1704090299999,1579426.52966890,2200,14.81708000,626708.94845390,0,2024-01-01 06:20:00+00:00
1704090300000,42311.16,42321.1,42305.71,42321.1,30.05723,1704090599999,1271797.61238470,1718,18.85493000,797779.06570430,0,2024-01-01 06:25:00+00:00
1704090600000,42321.1,42346.78,42309.15,42336.91,51.46283,1704090899999,2178321.61460410,2190,30.43770000,1288385.91708260,0,2024-01-01 06:30:00+00:00
1704090900000,42336.92,42361.3,42336.91,42354.99,65.41935,1704091199999,2770663.12186550,5758,37.49866000,1588043.93544120,0,2024-01-01 06:35:00+00:00
1704091200000,42354.99,42385.57,42354.99,42377.62,39.59875,1704091499999,1677979.16524480,3995,24.75742000,1049011.36202950,0,2024-01-01 06:40:00+00:00
1704091500000,42377.61,42404.99,42372.52,42380.05,60.16833,1704091799999,2550230.44113180,3519,31.96817000,1354798.17135130,0,2024-01-01 06:45:00+00:00
1704091800000,42380.06,42424.82,42376.43,42411.51,40.13392,1704092099999,1701705.53367430,2087,21.61323000,916302.75290700,0,2024-01-01 06:50:00+00:00
1704092100000,42411.5,42411.51,42391.29,42396.69,35.73228,1704092399999,1515074.81506060,2044,19.57759000,830072.68468950,0,2024-01-01 06:55:00+00:00
1704092400000,42396.69,42478.25,42396.68,42432.01,72.01969,1704092699999,3056570.40925750,3609,39.69689000,1684312.05581080,0,2024-01-01 07:00:00+00:00
1704092700000,42432.0,42481.1,42431.1,42471.1,130.37551,1704092999999,5535496.91915710,3173,80.26048000,3407508.08107550,0,2024-01-01 07:05:00+00:00
1704093000000,42471.1,42475.59,42451.82,42454.01,40.91418,1704093299999,1737379.50260690,1978,13.81547000,586649.21663510,0,2024-01-01 07:10:00+00:00
1704093300000,42454.01,42460.18,42441.53,42453.99,48.16574,1704093599999,2044695.21427220,2386,27.56556000,1170137.63138880,0,2024-01-01 07:15:00+00:00
1704093600000,42454.0,42472.36,42434.87,42454.64,55.80331,1704093899999,2369020.51722940,2529,29.12042000,1236246.45447500,0,2024-01-01 07:20:00+00:00
1704093900000,42454.64,42500.0,42454.63,42487.7,60.76327,1704094199999,2581211.34371860,2598,28.88536000,1226911.96175160,0,2024-01-01 07:25:00+00:00
1704094200000,42487.7,42500.0,42481.1,42495.21,55.9361,1704094499999,2376853.30576390,1949,20.11597000,854727.37722790,0,2024-01-01 07:30:00+00:00
1704094500000,42495.22,42500.0,42495.21,42496.55,30.61851,1704094799999,1301214.94701200,1983,12.67423000,538614.81812270,0,2024-01-01 07:35:00+00:00
1704094800000,42496.55,42496.55,42446.71,42446.72,44.09963,1704095099999,1872809.57540830,1982,7.15290000,303716.20937850,0,2024-01-01 07:40:00+00:00
1704095100000,42446.71,42470.0,42432.56,42463.5,51.69519,1704095399999,2194709.69653220,2129,29.64244000,1258350.86929100,0,2024-01-01 07:45:00+00:00
1704095400000,42463.5,42470.82,42463.1,42470.81,26.74081,1704095699999,1135584.65845920,1524,18.39978000,781363.08710100,0,2024-01-01 07:50:00+00:00
1704095700000,42470.81,42492.47,42466.71,42492.46,36.54524,1704095999999,1552383.49323590,1821,17.91488000,761020.79589080,0,2024-01-01 07:55:00+00:00
1704096000000,42492.46,42529.91,42452.58,42460.0,66.89441,1704096299999,2842639.11032690,3640,24.29502000,1032320.95002750,0,2024-01-01 08:00:00+00:00
1704096300000,42460.0,42484.89,42459.99,42484.89,27.37371,1704096599999,1162731.34760710,1783,14.75728000,626782.31953900,0,2024-01-01 08:05:00+00:00
1704096600000,42484.89,42522.02,42484.88,42514.28,42.90422,1704096899999,1823809.43463850,1956,20.29979000,862801.60722370,0,2024-01-01 08:10:00+00:00
1704096900000,42514.28,42514.31,42507.98,42514.21,23.44207,1704097199999,996593.33016620,1490,9.34058000,397085.78788990,0,2024-01-01 08:15:00+00:00
1704097200000,42514.22,42537.53,42510.84,42510.84,35.56674,1704097499999,1512554.76762540,1998,20.60601000,876290.90174250,0,2024-01-01 08:20:00+00:00
1704097500000,42510.84,42510.85,42477.6,42482.0,34.46125,1704097799999,1464176.60480020,2000,12.54207000,532824.17891230,0,2024-01-01 08:25:00+00:00
1704097800000,42482.0,42504.79,42461.1,42461.1,36.95204,1704098099999,1569962.59329530,2306,12.08610000,513518.14426800,0,2024-01-01 08:30:00+00:00
1704098100000,42461.1,42490.32,42461.1,42472.51,21.65574,1704098399999,919893.76793850,1832,9.88031000,419680.81836330,0,2024-01-01 08:35:00+00:00
1704098400000,42472.51,42493.68,42472.5,42492.91,30.91991,1704098699999,1313722.19253710,1650,19.32211000,820930.36638120,0,2024-01-01 08:40:00+00:00
1704098700000,42492.91,42547.33,42489.95,42531.32,36.51907,1704098999999,1552689.28768100,2466,21.30838000,905894.44308500,0,2024-01-01 08:45:00+00:00
1704099000000,42531.31,42544.38,42517.63,42544.37,29.55121,1704099299999,1256703.71654810,1939,15.38523000,654300.86938700,0,2024-01-01 08:50:00+00:00
1704099300000,42544.37,42556.5,42544.37,42549.99,40.95328,1704099599999,1742555.91818340,1986,22.84362000,971988.03650250,0,2024-01-01 08:55:00+00:00
1704099600000,42550.0,42569.48,42548.0,42569.48,34.45314,1704099899999,1466402.82527520,2294,18.89161000,804041.45682630,0,2024-01-01 09:00:00+00:00
1704099900000,42569.48,42569.48,42548.0,42548.0,50.11204,1704100199999,2132484.44463880,2613,21.36664000,909179.56937530,0,2024-01-01 09:05:00+00:00
1704100200000,42548.01,42577.88,42537.18,42574.24,66.80085,1704100499999,2842664.37752090,2286,40.46544000,1722016.41203760,0,2024-01-01 09:10:00+00:00
1704100500000,42574.24,42599.28,42574.2,42590.72,64.6098,1704100799999,2751501.88245000,2858,39.14279000,1666867.46469840,0,2024-01-01 09:15:00+00:00
1704100800000,42590.73,42647.05,42590.72,42647.04,82.19106,1704101099999,3502635.00571500,3879,55.39991000,2360890.63888060,0,2024-01-01 09:20:00+00:00
1704101100000,42647.05,42658.44,42588.0,42588.01,83.2548,1704101399999,3549334.65608480,5313,44.83600000,1911641.02382950,0,2024-01-01 09:25:00+00:00
1704101400000,42588.01,42660.0,42588.0,42659.54,79.38069,1704101699999,3383503.98079540,2887,40.06112000,1707695.96412960,0,2024-01-01 09:30:00+00:00
1704101700000,42659.53,42699.32,42648.0,42691.52,158.28784,1704101999999,6755779.01464740,5236,99.87522000,4262853.61492600,0,2024-01-01 09:35:00+00:00
1704102000000,42691.51,42692.24,42631.69,42639.02,100.44609,1704102299999,4284671.12659570,4009,33.04403000,1409482.57667110,0,2024-01-01 09:40:00+00:00
1704102300000,42639.02,42690.0,42622.29,42636.4,83.06555,1704102599999,3543009.36361050,3571,32.28864000,1377291.16630130,0,2024-01-01 09:45:00+00:00
1704102600000,42636.4,42651.1,42620.54,42650.15,39.03884,1704102899999,1664452.97354400,2563,17.60673000,750654.32000060,0,2024-01-01 09:50:00+00:00
1704102900000,42650.16,42650.16,42621.6,42649.69,37.98421,1704103199999,1619469.50111690,2176,17.85408000,761182.61038390,0,2024-01-01 09:55:00+00:00
1704103200000,42649.69,42664.5,42645.69,42645.69,64.74272,1704103499999,2761595.04747830,2436,22.49594000,959545.32836460,0,2024-01-01 10:00:00+00:00
1704103500000,42645.7,42692.23,42645.69,42654.0,63.74115,1704103799999,2720168.59220900,2422,38.20372000,1630206.47814090,0,2024-01-01 10:05:00+00:00
1704103800000,42654.0,42673.08,42651.1,42663.27,34.92769,1704104099999,1490085.62183270,2246,16.60310000,708282.03916800,0,2024-01-01 10:10:00+00:00
1704104100000,42663.27,42676.72,42628.0,42636.42,92.45502,1704104399999,3943275.35821270,4180,43.58389000,1858866.50905100,0,2024-01-01 10:15:00+00:00
1704104400000,42636.41,42681.1,42636.41,42680.21,83.39955,1704104699999,3557900.61533850,3146,47.91556000,2044013.82353120,0,2024-01-01 10:20:00+00:00
1704104700000,42680.21,42708.93,42662.11,42666.42,69.44054,1704104999999,2964188.97979240,2998,30.74233000,1312452.23805010,0,2024-01-01 10:25:00+00:00
1704105000000,42666.41,42707.59,42666.41,42692.47,47.75589,1704105299999,2038491.48657630,2506,26.98726000,1151934.37712620,0,2024-01-01 10:30:00+00:00
1704105300000,42692.47,42692.47,42683.86,42683.86,28.76368,1704105599999,1227882.10143390,1554,12.77514000,545356.48386270,0,2024-01-01 10:35:00+00:00
1704105600000,42683.87,42717.14,42681.32,42712.0,151.15737,1704105899999,6454825.79489950,2925,132.26272000,5648029.45846000,0,2024-01-01 10:40:00+00:00
1704105900000,42711.99,42734.0,42703.49,42723.79,88.1756,1704106199999,3766592.54269570,3267,36.12875000,1543224.51385360,0,2024-01-01 10:45:00+00:00
1704106200000,42723.8,42749.36,42717.54,42717.54,77.79465,1704106499999,3324821.32752080,3011,31.48315000,1345532.75671510,0,2024-01-01 10:50:00+00:00
1704106500000,42717.55,42717.55,42691.1,42691.1,54.46465,1704106799999,2325576.75978870,2261,19.08351000,814813.28368310,0,2024-01-01 10:55:00+00:00
1704106800000,42691.1,42756.55,42688.38,42754.0,106.44522,1704107099999,4548872.33250240,4020,64.35762000,2750027.74479020,0,2024-01-01 11:00:00+00:00
1704107100000,42753.99,42762.39,42744.0,42750.31,104.8982,1704107399999,4484764.69737740,3525,59.85242000,2558883.61003200,0,2024-01-01 11:05:00+00:00
1704107400000,42750.32,42750.32,42695.16,42695.16,65.75187,1704107699999,2809310.23940090,6105,24.58609000,1050654.30694280,0,2024-01-01 11:10:00+00:00
1704107700000,42695.16,42720.0,42691.1,42693.99,47.28046,1704107999999,2019005.41489310,3643,22.42619000,957651.97644000,0,2024-01-01 11:15:00+00:00
1704108000000,42694.0,42694.0,42653.33,42665.14,87.7957,1704108299999,3745869.60123680,4018,48.00299000,2048113.62714620,0,2024-01-01 11:20:00+00:00
1704108300000,42665.13,42698.0,42661.0,42681.1,53.40938,1704108599999,2279858.10060700,2462,17.17638000,733197.34969030,0,2024-01-01 11:25:00+00:00
1704108600000,42681.11,42685.34,42625.23,42640.56,79.48889,1704108899999,3390687.40079230,3496,28.59288000,1219448.41849070,0,2024-01-01 11:30:00+00:00
1704108900000,42640.57,42653.66,42628.0,42639.35,51.70758,1704109199999,2204932.17977930,2376,29.84615000,1272710.30841070,0,2024-01-01 11:35:00+00:00
1704109200000,42639.34,42649.24,42605.21,42607.81,52.70636,1704109499999,2246303.53460770,2831,24.38690000,1039400.80922910,0,2024-01-01 11:40:00+00:00
1704109500000,42607.81,42629.76,42607.81,42609.65,48.26238,1704109799999,2057067.07911730,2616,23.51231000,1002146.00978440,0,2024-01-01 11:45:00+00:00
1704109800000,42609.65,42657.88,42609.64,42647.04,37.70848,1704110099999,1607974.83811840,2293,21.54087000,918449.57590420,0,2024-01-01 11:50:00+00:00
1704110100000,42647.05,42699.99,42647.04,42690.2,49.71115,1704110399999,2121896.39835350,2416,37.21237000,1588315.36396620,0,2024-01-01 11:55:00+00:00
1704110400000,42690.21,42739.22,42690.2,42693.45,61.0481,1704110699999,2607543.01773490,4583,37.90723000,1619069.04485830,0,2024-01-01 12:00:00+00:00
1704110700000,42693.44,42698.36,42622.0,42649.91,67.17765,1704110999999,2865809.14782600,2994,20.77276000,886159.17947480,0,2024-01-01 12:05:00+00:00
1704111000000,42649.91,42653.39,42611.45,42626.53,35.59755,1704111299999,1517589.27977010,2642,11.37124000,484755.83837430,0,2024-01-01 12:10:00+00:00
1704111300000,42626.52,42666.56,42626.52,42665.64,43.43016,1704111599999,1851841.13953110,2062,30.34744000,1294044.26681070,0,2024-01-01 12:15:00+00:00
1704111600000,42665.65,42704.28,42648.79,42684.14,51.47028,1704111899999,2197091.38546990,2508,20.46303000,873488.54778140,0,2024-01-01 12:20:00+00:00
1704111900000,42684.13,42684.17,42663.77,42684.15,37.82195,1704112199999,1614199.98983280,1912,20.50600000,875161.30936480,0,2024-01-01 12:25:00+00:00
1704112200000,42684.16,42698.75,42671.01,42694.14,69.8893,1704112499999,2983378.59668200,2755,32.49912000,1387263.77865670,0,2024-01-01 12:30:00+00:00
1704112500000,42694.14,42777.77,42694.09,42777.76,108.05949,1704112799999,4617948.53089580,4056,80.72627000,3449728.70917430,0,2024-01-01 12:35:00+00:00
1704112800000,42777.76,42780.0,42746.55,42755.76,81.54655,1704113099999,3487195.38014110,3280,38.79137000,1658766.69621350,0,2024-01-01 12:40:00+00:00
1704113100000,42755.77,42755.77,42713.3,42713.3,65.93344,1704113399999,2817457.95168240,2599,18.16287000,776218.20017600,0,2024-01-01 12:45:00+00:00
1704113400000,42713.31,42730.0,42682.33,42683.99,90.52373,1704113699999,3866480.91280170,2795,32.57345000,1391357.11331950,0,2024-01-01 12:50:00+00:00
1704113700000,42683.99,42689.76,42643.68,42648.38,73.03031,1704113999999,3116154.47059560,3592,19.15820000,817359.94525260,0,2024-01-01 12:55:00+00:00
1704114000000,42648.37,42664.0,42612.76,42658.0,66.04844,1704114299999,2816200.55781890,3514,31.73870000,1353204.21695570,0,2024-01-01 13:00:00+00:00
1704114300000,42658.0,42686.0,42648.62,42685.99,40.28702,1704114599999,1718765.67043280,2368,23.51534000,1003232.40973330,0,2024-01-01 13:05:00+00:00
1704114600000,42685.99,42700.08,42685.99,42700.08,33.50782,1704114899999,1430698.50546230,1980,16.33050000,697262.54040980,0,2024-01-01 13:10:00+00:00
1704114900000,42700.07,42720.0,42700.07,42707.14,35.56663,1704115199999,1519095.52482870,2066,16.77508000,716455.55930900,0,2024-01-01 13:15:00+00:00
1704115200000,42707.14,42733.81,42707.13,42720.07,43.66836,1704115499999,1865537.71411060,2619,30.04948000,1283705.07177650,0,2024-01-01 13:20:00+00:00
1704115500000,42720.06,42727.42,42700.0,42717.27,54.86316,1704115799999,2343580.54570270,3011,24.02322000,1026162.33952270,0,2024-01-01 13:25:00+00:00
1704115800000,42717.28,42717.28,42670.0,42701.06,45.26974,1704116099999,1932830.60057550,2891,22.04338000,941154.96127270,0,2024-01-01 13:30:00+00:00
1704116100000,42701.07,42710.52,42693.38,42708.65,27.86349,1704116399999,1189913.37369360,2078,15.63735000,667800.63709990,0,2024-01-01 13:35:00+00:00
1704116400000,42708.64,42740.76,42704.54,42740.76,41.46554,1704116699999,1771289.73457050,2435,25.83577000,1103638.22900440,0,2024-01-01 13:40:00+00:00
1704116700000,42740.75,42748.0,42714.4,42715.43,44.41513,1704116999999,1897797.55858700,2330,16.40755000,701122.37310420,0,2024-01-01 13:45:00+00:00
1704117000000,42715.43,42728.01,42704.8,42721.59,36.48448,1704117299999,1558599.25421660,2376,19.96670000,852966.85661560,0,2024-01-01 13:50:00+00:00
1704117300000,42721.58,42739.99,42715.54,42715.54,27.76259,1704117599999,1186346.21808840,1994,10.48218000,447895.60558020,0,2024-01-01 13:55:00+00:00
1704117600000,42715.54,42715.55,42637.35,42637.46,71.26348,1704117899999,3040244.07914740,3631,25.60898000,1092482.51982380,0,2024-01-01 14:00:00+00:00
1704117900000,42637.46,42678.28,42594.94,42678.27,87.53083,1704118199999,3731910.65115850,4067,45.86409000,1955608.07556890,0,2024-01-01 14:05:00+00:00
1704118200000,42678.28,42678.28,42646.99,42646.99,33.06204,1704118499999,1410522.77619900,2230,17.25705000,736194.87218340,0,2024-01-01 14:10:00+00:00
1704118500000,42646.99,42662.31,42646.99,42662.3,40.5968,1704118799999,1731716.11692730,2016,28.66889000,1222881.14543190,0,2024-01-01 14:15:00+00:00
